5	83	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
6	71	70	layer
7	86	87	layer
18	70	53	layer
2	57	75	layer
5	83	106	layer
1	60	102	layer
7	86	87	layer
2	72	88	layer
85	136	113	layer
18	70	53	layer
7	86	87	layer
18	70	53	layer
5	83	106	layer
1	60	102	layer
2	57	75	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
2	57	75	layer
18	70	53	layer
5	83	106	layer
8	83	73	layer
7	86	87	layer
7	86	87	layer
4	56	55	layer
5	83	106	layer
18	70	53	layer
2	57	75	layer
7	86	87	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
14	82	137	layer
7	86	87	layer
2	72	88	layer
18	70	53	layer
48	114	106	layer
7	86	87	layer
6	71	70	layer
1	60	102	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
6	71	70	layer
2	57	75	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
48	114	106	layer
5	83	106	layer
2	57	75	layer
2	57	75	layer
2	57	75	layer
4	56	55	layer
5	83	106	layer
48	114	106	layer
5	83	106	layer
1	60	102	layer
2	57	75	layer
5	83	106	layer
14	82	137	layer
7	86	87	layer
5	83	106	layer
85	136	113	layer
5	83	106	layer
85	136	113	layer
7	86	87	layer
5	83	106	layer
7	86	87	layer
8	83	73	layer
18	70	53	layer
1	60	102	layer
5	83	106	layer
85	136	113	layer
2	57	75	layer
48	114	106	layer
14	82	137	layer
2	57	75	layer
5	83	106	layer
48	114	106	layer
6	71	70	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
2	72	88	layer
6	71	70	layer
1	60	102	layer
6	71	70	layer
5	83	106	layer
14	82	137	layer
8	83	73	layer
7	86	87	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
2	57	75	layer
48	114	106	layer
6	71	70	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
4	56	55	layer
5	83	106	layer
1	60	102	layer
7	86	87	layer
1	60	102	layer
1	60	102	layer
5	83	106	layer
48	114	106	layer
48	114	106	layer
7	86	87	layer
1	60	102	layer
48	114	106	layer
18	70	53	layer
14	82	137	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
2	72	88	layer
18	70	53	layer
6	71	70	layer
5	83	106	layer
1	60	102	layer
85	136	113	layer
7	86	87	layer
18	70	53	layer
4	56	55	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
6	71	70	layer
1	60	102	layer
2	57	75	layer
5	83	106	layer
2	72	88	layer
2	57	75	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
7	86	87	layer
2	72	88	layer
5	83	106	layer
4	56	55	layer
14	82	137	layer
5	83	106	layer
4	56	55	layer
6	71	70	layer
4	56	55	layer
1	60	102	layer
18	70	53	layer
2	57	75	layer
48	114	106	layer
18	70	53	layer
5	83	106	layer
1	60	102	layer
4	56	55	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
4	56	55	layer
2	57	75	layer
2	72	88	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
7	86	87	layer
5	83	106	layer
4	56	55	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
18	70	53	layer
2	57	75	layer
48	114	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
14	82	137	layer
5	83	106	layer
14	82	137	layer
2	57	75	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
2	57	75	layer
7	86	87	layer
5	83	106	layer
6	71	70	layer
5	83	106	layer
6	71	70	layer
5	83	106	layer
5	83	106	layer
48	114	106	layer
5	83	106	layer
2	57	75	layer
2	57	75	layer
2	57	75	layer
4	56	55	layer
18	70	53	layer
2	57	75	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
85	136	113	layer
48	114	106	layer
14	82	137	layer
1	60	102	layer
18	70	53	layer
7	86	87	layer
85	136	113	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
6	71	70	layer
14	82	137	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
85	136	113	layer
14	82	137	layer
2	57	75	layer
5	83	106	layer
2	72	88	layer
4	56	55	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
7	86	87	layer
7	86	87	layer
2	57	75	layer
7	86	87	layer
8	83	73	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
14	82	137	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
2	57	75	layer
2	57	75	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
5	83	106	layer
6	71	70	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
6	71	70	layer
48	114	106	layer
5	83	106	layer
2	57	75	layer
2	57	75	layer
1	60	102	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
6	71	70	layer
4	56	55	layer
14	82	137	layer
2	57	75	layer
5	83	106	layer
4	56	55	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
8	83	73	layer
85	136	113	layer
7	86	87	layer
7	86	87	layer
7	86	87	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
2	72	88	layer
7	86	87	layer
14	82	137	layer
5	83	106	layer
6	71	70	layer
1	60	102	layer
14	82	137	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
7	86	87	layer
4	56	55	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
7	86	87	layer
14	82	137	layer
7	86	87	layer
2	57	75	layer
4	56	55	layer
2	57	75	layer
7	86	87	layer
18	70	53	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
8	83	73	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
1	60	102	layer
4	56	55	layer
1	60	102	layer
7	86	87	layer
2	72	88	layer
48	114	106	layer
5	83	106	layer
2	72	88	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
2	72	88	layer
7	86	87	layer
6	71	70	layer
5	83	106	layer
1	60	102	layer
2	72	88	layer
2	72	88	layer
18	70	53	layer
2	57	75	layer
6	71	70	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
48	114	106	layer
5	83	106	layer
2	57	75	layer
2	57	75	layer
85	136	113	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
4	56	55	layer
2	72	88	layer
5	83	106	layer
7	86	87	layer
18	70	53	layer
4	56	55	layer
6	71	70	layer
2	57	75	layer
7	86	87	layer
1	60	102	layer
85	136	113	layer
1	60	102	layer
2	72	88	layer
18	70	53	layer
6	71	70	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
2	72	88	layer
1	60	102	layer
85	136	113	layer
1	60	102	layer
14	82	137	layer
18	70	53	layer
2	57	75	layer
2	72	88	layer
85	136	113	layer
18	70	53	layer
8	83	73	layer
1	60	102	layer
1	60	102	layer
2	57	75	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
6	71	70	layer
5	83	106	layer
2	72	88	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
1	60	102	layer
7	86	87	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
48	114	106	layer
85	136	113	layer
6	71	70	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
85	136	113	layer
6	71	70	layer
7	86	87	layer
5	83	106	layer
7	86	87	layer
48	114	106	layer
7	86	87	layer
7	86	87	layer
48	114	106	layer
5	83	106	layer
1	60	102	layer
1	60	102	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
4	56	55	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
6	71	70	layer
7	86	87	layer
7	86	87	layer
1	60	102	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
2	57	75	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
2	57	75	layer
2	57	75	layer
1	60	102	layer
48	114	106	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
4	56	55	layer
5	83	106	layer
1	60	102	layer
1	60	102	layer
2	57	75	layer
2	57	75	layer
5	83	106	layer
2	57	75	layer
7	86	87	layer
48	114	106	layer
18	70	53	layer
48	114	106	layer
18	70	53	layer
48	114	106	layer
1	60	102	layer
5	83	106	layer
2	57	75	layer
48	114	106	layer
5	83	106	layer
85	136	113	layer
6	71	70	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
85	136	113	layer
5	83	106	layer
2	57	75	layer
85	136	113	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
2	72	88	layer
1	60	102	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
2	57	75	layer
14	82	137	layer
5	83	106	layer
2	57	75	layer
7	86	87	layer
4	56	55	layer
8	83	73	layer
2	57	75	layer
8	83	73	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
4	56	55	layer
7	86	87	layer
5	83	106	layer
85	136	113	layer
48	114	106	layer
2	72	88	layer
8	83	73	layer
5	83	106	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
4	56	55	layer
1	60	102	layer
5	83	106	layer
18	70	53	layer
2	57	75	layer
48	114	106	layer
1	60	102	layer
14	82	137	layer
85	136	113	layer
5	83	106	layer
48	114	106	layer
2	72	88	layer
7	86	87	layer
6	71	70	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
85	136	113	layer
1	60	102	layer
1	60	102	layer
85	136	113	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
7	86	87	layer
48	114	106	layer
6	71	70	layer
1	60	102	layer
14	82	137	layer
1	60	102	layer
1	60	102	layer
2	72	88	layer
4	56	55	layer
2	57	75	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
2	57	75	layer
6	71	70	layer
4	56	55	layer
48	114	106	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
1	60	102	layer
2	72	88	layer
2	57	75	layer
7	86	87	layer
7	86	87	layer
7	86	87	layer
2	72	88	layer
14	82	137	layer
5	83	106	layer
1	60	102	layer
18	70	53	layer
5	83	106	layer
1	60	102	layer
85	136	113	layer
5	83	106	layer
85	136	113	layer
85	136	113	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
2	57	75	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
2	72	88	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
6	71	70	layer
1	60	102	layer
8	83	73	layer
2	57	75	layer
1	60	102	layer
85	136	113	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
4	56	55	layer
85	136	113	layer
5	83	106	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
8	83	73	layer
18	70	53	layer
2	57	75	layer
7	86	87	layer
1	60	102	layer
6	71	70	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
7	86	87	layer
1	60	102	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
48	114	106	layer
2	72	88	layer
5	83	106	layer
6	71	70	layer
2	57	75	layer
18	70	53	layer
6	71	70	layer
2	72	88	layer
4	56	55	layer
8	83	73	layer
5	83	106	layer
2	57	75	layer
14	82	137	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
4	56	55	layer
8	83	73	layer
85	136	113	layer
1	60	102	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
6	71	70	layer
5	83	106	layer
14	82	137	layer
8	83	73	layer
4	56	55	layer
7	86	87	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
2	57	75	layer
85	136	113	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
1	60	102	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
4	56	55	layer
5	83	106	layer
5	83	106	layer
48	114	106	layer
1	60	102	layer
5	83	106	layer
18	70	53	layer
6	71	70	layer
2	72	88	layer
4	56	55	layer
5	83	106	layer
2	72	88	layer
7	86	87	layer
2	57	75	layer
18	70	53	layer
2	72	88	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
2	57	75	layer
14	82	137	layer
18	70	53	layer
5	83	106	layer
4	56	55	layer
5	83	106	layer
2	57	75	layer
14	82	137	layer
14	82	137	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
18	70	53	layer
4	56	55	layer
5	83	106	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
1	60	102	layer
5	83	106	layer
5	83	106	layer
4	56	55	layer
5	83	106	layer
7	86	87	layer
85	136	113	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
6	71	70	layer
8	83	73	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
48	114	106	layer
7	86	87	layer
18	70	53	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
8	83	73	layer
6	71	70	layer
6	71	70	layer
4	56	55	layer
8	83	73	layer
7	86	87	layer
7	86	87	layer
1	60	102	layer
2	57	75	layer
2	72	88	layer
1	60	102	layer
4	56	55	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
85	136	113	layer
2	57	75	layer
7	86	87	layer
7	86	87	layer
7	86	87	layer
1	60	102	layer
7	86	87	layer
5	83	106	layer
1	60	102	layer
2	72	88	layer
2	72	88	layer
7	86	87	layer
4	56	55	layer
5	83	106	layer
48	114	106	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
8	83	73	layer
7	86	87	layer
2	72	88	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
85	136	113	layer
5	83	106	layer
1	60	102	layer
5	83	106	layer
8	83	73	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	72	88	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
6	71	70	layer
1	60	102	layer
5	83	106	layer
6	71	70	layer
85	136	113	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
2	57	75	layer
6	71	70	layer
7	86	87	layer
2	72	88	layer
1	60	102	layer
2	57	75	layer
48	114	106	layer
2	57	75	layer
2	57	75	layer
5	83	106	layer
2	72	88	layer
8	83	73	layer
7	86	87	layer
7	86	87	layer
1	60	102	layer
7	86	87	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
8	83	73	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
2	72	88	layer
7	86	87	layer
6	71	70	layer
2	57	75	layer
5	83	106	layer
85	136	113	layer
6	71	70	layer
7	86	87	layer
4	56	55	layer
2	57	75	layer
2	57	75	layer
7	86	87	layer
8	83	73	layer
1	60	102	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
1	60	102	layer
18	70	53	layer
5	83	106	layer
2	57	75	layer
14	82	137	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
7	86	87	layer
7	86	87	layer
85	136	113	layer
7	86	87	layer
2	72	88	layer
5	83	106	layer
6	71	70	layer
14	82	137	layer
2	57	75	layer
7	86	87	layer
1	60	102	layer
5	83	106	layer
2	57	75	layer
4	56	55	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
85	136	113	layer
5	83	106	layer
18	70	53	layer
48	114	106	layer
14	82	137	layer
5	83	106	layer
2	72	88	layer
2	57	75	layer
7	86	87	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
5	83	106	layer
5	83	106	layer
18	70	53	layer
2	57	75	layer
1	60	102	layer
7	86	87	layer
2	72	88	layer
14	82	137	layer
5	83	106	layer
48	114	106	layer
4	56	55	layer
18	70	53	layer
18	70	53	layer
14	82	137	layer
48	114	106	layer
48	114	106	layer
48	114	106	layer
14	82	137	layer
85	136	113	layer
7	86	87	layer
2	57	75	layer
7	86	87	layer
2	57	75	layer
4	56	55	layer
7	86	87	layer
1	60	102	layer
8	83	73	layer
48	114	106	layer
14	82	137	layer
7	86	87	layer
7	86	87	layer
2	57	75	layer
5	83	106	layer
7	86	87	layer
2	57	75	layer
85	136	113	layer
5	83	106	layer
5	83	106	layer
14	82	137	layer
7	86	87	layer
4	56	55	layer
14	82	137	layer
18	70	53	layer
85	136	113	layer
2	57	75	layer
18	70	53	layer
48	114	106	layer
2	57	75	layer
85	136	113	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
8	83	73	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
2	57	75	layer
7	86	87	layer
5	83	106	layer
18	70	53	layer
5	83	106	layer
5	83	106	layer
18	70	53	layer
8	83	73	layer
1	60	102	layer
48	114	106	layer
1	60	102	layer
5	83	106	layer
5	83	106	layer
5	83	106	layer
7	86	87	layer
14	82	137	layer
6	71	70	layer
2	57	75	layer
85	136	113	layer
7	86	87	layer
2	72	88	layer
4	56	55	layer
5	83	106	layer
2	57	75	layer
6	71	70	layer
48	114	106	layer
7	86	87	layer
85	136	113	layer
7	86	87	layer
2	57	75	layer
14	82	137	layer
5	83	106	layer
5	83	106	layer
48	114	106	layer
1	60	102	layer
1	60	102	layer
5	83	106	layer
2	72	88	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
5	83	106	layer
48	114	106	layer
5	83	106	layer
7	86	87	layer
6	71	70	layer
6	71	70	layer
5	83	106	layer
14	82	137	layer
2	57	75	layer
14	82	137	layer
5	83	106	layer
7	86	87	layer
5	83	106	layer
85	136	113	layer
48	114	106	layer
7	86	87	layer
8	83	73	layer
5	83	106	layer
2	57	75	layer
18	70	53	layer
5	83	106	layer
2	57	75	layer
1	60	102	layer
4	56	55	layer
